CustomerID,balance,max_spent,mean_spent,min_spent,n_orders,time_between_orders,total_items,total_items_returned,total_refunded,total_spent,class
13233,811.76,811.76,811.76,811.76,1,365,1172,0,0,811.76,yes
13236,1244.45,1244.45,1244.45,1244.45,1,365,453,0,0,1244.45,yes
13238,979.65,667.2,489.825,312.45,2,196,383,0,0,979.65,yes
13239,329.56,329.56,329.56,329.56,1,365,363,0,0,329.56,no
13240,1706.22,687.14,568.74,372.85,3,96,646,0,0,1706.22,yes
13246,5797.92,1455.45,1159.584,549.8,5,38.25,5174,0,0,5797.92,yes
13249,1014.72,1014.72,1014.72,1014.72,1,365,816,0,0,1014.72,yes
13255,595.1,595.1,595.1,595.1,1,365,250,0,0,595.1,yes
13258,548.59,548.59,548.59,548.59,1,365,201,0,0,548.59,yes
13263,14481.59,1230.31,629.6343478,27.3,23,9.363636364,8571,0,0,14481.59,yes
13265,4340.21,2313.22,1446.736667,918.32,3,44.5,3339,0,0,4340.21,yes
13266,7700.86,1117.98,598.1038462,0,13,20.14285714,9483,-93,-74.49,7775.35,yes
13267,8340.79,1035.68,421.732,0,20,19.38461538,3508,-20,-93.85,8434.64,yes
13268,6637.18,2007.94,741.7811111,0,9,19.2,7694,-21,-38.85,6676.03,yes
13269,9061.33,2195.81,1009.997778,0,9,36.71428571,6014,-3,-28.65,9089.98,yes
13277,429.1,254.1,214.55,175,2,17,294,0,0,429.1,yes
13282,2322.35,1189.8,774.9666667,0,3,58,556,-1,-2.55,2324.9,yes
13283,25.5,25.5,25.5,25.5,1,365,30,0,0,25.5,yes
13285,6186.11,2649.5,2062.036667,1644.54,3,64,4443,0,0,6186.11,yes
13292,806.55,806.55,806.55,806.55,1,365,375,0,0,806.55,yes
13301,600.19,173.91,150.0475,135.23,4,62.33333333,343,0,0,600.19,no
13304,300.42,300.42,300.42,300.42,1,365,238,0,0,300.42,no
13305,3270.8,768.9,545.1333333,429,6,50.8,2028,0,0,3270.8,yes
13307,15,15,15,15,1,365,4,0,0,15,no
13308,2774.85,2792.75,1396.375,0,2,365,1671,-3,-17.9,2792.75,yes
13309,1629.55,1290.88,814.775,338.67,2,102,1884,0,0,1629.55,yes
13310,2336.45,1221.58,592.0625,0,4,117,1128,-8,-31.8,2368.25,yes
13313,2920.68,1023.2,973.56,948.7,3,99,1592,0,0,2920.68,yes
13317,3894.16,1526.02,573.61,0,7,39.75,1515,-31,-121.11,4015.27,yes
13320,2538.21,1301.6,645.0525,0,4,53.5,2066,-18,-42,2580.21,yes
13324,11004.63,2416.14,1379.685,0,8,26,6604,-3,-32.85,11037.48,yes
13327,7673.55,1894,960.46875,0,8,41.66666667,3700,-12,-10.2,7683.75,yes
13329,1006.8,1055.4,351.8,0,3,365,712,-36,-48.6,1055.4,yes
13330,2098.74,1209.6,1049.37,889.14,2,130,1084,0,0,2098.74,yes
13341,775.85,775.85,775.85,775.85,1,365,301,0,0,775.85,no
13345,327.6,339.5,169.75,0,2,365,140,-2,-11.9,339.5,no
13358,389.03,389.03,389.03,389.03,1,365,284,0,0,389.03,no
13365,2013.98,2013.98,2013.98,2013.98,1,365,1228,0,0,2013.98,yes
13376,1955.05,997.2,977.525,957.85,2,30,,0,0,1955.05,yes
13379,408.26,408.26,408.26,408.26,1,365,516,0,0,408.26,yes
13381,7537.55,2116.44,1884.3875,1492.51,4,61.33333333,4291,0,0,7537.55,yes
13382,222.99,222.99,222.99,222.99,1,365,131,0,0,222.99,no
13384,5262.24,3508.93,1322.9725,0,4,49,3372,-7,-29.65,5291.89,yes
13388,627.15,621.3,225.7,0,3,0,282,-1,-49.95,677.1,no
13389,650.5,650.5,650.5,650.5,1,365,346,0,0,650.5,yes
13394,4876.01,1166.38,975.202,739.31,5,48,4327,0,0,4876.01,yes
13396,946.7,963.05,481.525,0,2,365,385,-3,-16.35,963.05,yes
13397,4218.65,1362.5,844.72,0,5,75.66666667,1098,-1,-4.95,4223.6,yes
13402,621.23,312.95,310.615,308.28,2,244,479,0,0,621.23,no
13404,217.81,217.81,217.81,217.81,1,365,99,0,0,217.81,no
13410,1707.51,826.16,428.34,0,4,52,912,-3,-5.85,1713.36,yes
13418,12630.18,3151.52,757.7576471,0,17,18.76923077,7916,-38,-251.7,12881.88,yes
13420,140.35,104.05,39.9625,0,4,20,101,-13,-19.5,159.85,no
13421,2509.32,2511.42,1255.71,0,2,365,1452,-1,-2.1,2511.42,yes
13426,4086.81,1053.1,817.362,568.19,5,43.5,3214,0,0,4086.81,yes
13427,1086.4,600.94,543.2,485.46,2,94,1175,0,0,1086.4,yes
